artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,Hit
Kelis,Milkshake - Radio Mix,0.00862,0.891,182627,0.77,0.0315,0.155,-6.124,0.0439,112.997,0.819,1
Kelly Clarkson,A Moment Like This,0.163,0.414,228280,0.572,0,0.115,-3.918,0.0311,145.184,0.16,1
Kelly Clarkson,Because of You,0.254,0.583,219493,0.584,0,0.123,-5.362,0.0314,140.039,0.136,1
Kelly Clarkson,Behind These Hazel Eyes,0.00165,0.548,198973,0.889,0.00109,0.197,-4.682,0.0382,90.048,0.425,1
Kelly Clarkson,Breakaway,0.0298,0.446,237000,0.701,8.89E-06,0.0931,-4.179,0.0295,159.958,0.394,1
Kelly Clarkson,Catch My Breath,0.0251,0.692,250387,0.908,0,0.0933,-5.364,0.0677,124.042,0.513,1
Kelly Clarkson,Heartbeat Song,0.0137,0.49,198733,0.798,0,0.0627,-3.66,0.0489,149.109,0.479,1
Kelly Clarkson,I Do Not Hook Up,0.00098,0.502,200347,0.938,0,0.318,-3.114,0.13,144.077,0.35,1
Kelly Clarkson,My Life Would Suck Without You,0.0014,0.526,211493,0.882,0,0.144,-4.006,0.0509,144.982,0.424,1
Kelly Clarkson,Since U Been Gone,0.00165,0.662,188960,0.741,0.0303,0.114,-5.406,0.0334,131,0.404,1
Ken Boothe,Is It Because I'm Black?,0.141,0.736,222667,0.442,0.0308,0.102,-13.887,0.0569,147.054,0.945,0
Ken Page,Page by Page,0.924,0.457,214533,0.345,0,0.381,-8.844,0.3,167.289,0.348,0
Kenny Chesney,American Kids,0.0476,0.733,182960,0.589,5.85E-06,0.0366,-7.37,0.1,170.097,0.867,1
Kenny Chesney,Don't Happen Twice,0.00626,0.499,203067,0.708,1.15E-05,0.0423,-7.029,0.0301,158.785,0.617,1
Kenny Chesney,I Go Back,0.0421,0.513,240347,0.805,0,0.208,-6.918,0.0466,89.963,0.69,1
Kenny Chesney,I Remember,0.184,0.364,292027,0.553,0.000396,0.188,-10.016,0.0298,175.739,0.311,1
Kenny Chesney,"No Shoes, No Shirt, No Problems",0.255,0.718,209347,0.603,0.0146,0.47,-8.455,0.0317,117.928,0.701,1
Kenny Chesney,The Good Stuff,0.26,0.586,199587,0.675,0,0.144,-7.819,0.0776,143.921,0.473,1
Kenny Chesney,When The Sun Goes Down - Duet With Uncle Kracker (Live),0.12,0.641,303920,0.879,5.62E-05,0.963,-7.667,0.0577,106.13,0.532,1
Kenny Chesney,You and Tequila,0.437,0.691,242840,0.454,0.00227,0.0783,-9.13,0.0256,135.839,0.35,1
Kenny Chesney,We're All Here,0.108,0.737,255545,0.639,0,0.128,-8.018,0.0316,116.021,0.661,0
Kenny G,Going Home - Edit,0.00483,0.543,256507,0.257,0.359,0.121,-14.322,0.0246,80.056,0.271,0
Kenshi Yonezu,Lemon,0.366,0.533,256107,0.661,0,0.354,-4.924,0.0268,86.978,0.446,0
Keri Hilson,Knock You Down,0.0124,0.593,326187,0.883,0,0.177,-4.781,0.186,155.171,0.671,1
Keri Hilson,Pretty Girl Rock,0.203,0.666,243920,0.87,0,0.0851,-5.004,0.246,160.014,0.9,1
Kesha,Blah Blah Blah (feat. 3OH!3),0.0843,0.752,172053,0.836,0.000425,0.424,-3.173,0.115,120.003,0.519,1
Kesha,Die Young,0.00498,0.711,211920,0.7,0.000125,0.215,-4.805,0.046,128.001,0.801,1
Kesha,Take It Off,4.14E-05,0.729,215200,0.675,0.00126,0.0867,-5.292,0.0286,125.036,0.74,1
Kesha,TiK ToK,0.0991,0.755,199693,0.837,0,0.289,-2.718,0.142,120.028,0.714,1
Kesha,We R Who We R,0.00987,0.736,204760,0.817,0.00167,0.117,-4.9,0.0407,119.95,0.653,1
Kesha,Your Love Is My Drug,0.00681,0.826,187133,0.612,0,0.0889,-3.891,0.0982,120.057,0.756,1
Kevin Florez,Bololó,0.144,0.806,213323,0.766,8.90E-06,0.164,-6.059,0.0479,104.025,0.905,0
Kevin Rudolf,I Made It (Cash Money Heroes),0.0481,0.4,249547,0.944,0,0.345,-2.902,0.184,124.224,0.574,1
Kevin Rudolf,Let It Rock,0.00106,0.607,231173,0.781,0,0.0769,-4.276,0.0407,113.183,0.482,1
Khalid,Love Lies - Snakehips Remix,0.0229,0.388,202935,0.837,1.53E-06,0.149,-3.022,0.107,143.271,0.378,0
Kid Cudi,Day 'N' Nite (nightmare),0.503,0.878,221267,0.446,6.32E-06,0.117,-6.362,0.0635,138.035,0.805,1
Kid Ink,Show Me (feat. Chris Brown),0.0354,0.711,217800,0.508,0,0.141,-7.299,0.0494,98.098,0.665,1
Kid Rock,All Summer Long,0.0212,0.7,297587,0.864,0,0.0956,-3.629,0.0283,102.997,0.887,1
Kid Rock,Only God Knows Why,0.0569,0.628,327667,0.749,0.00204,0.134,-5.18,0.03,129.2,0.31,1
Kid Rock,Picture (feat. Sheryl Crow),0.172,0.692,298960,0.496,6.42E-06,0.107,-7.332,0.0241,97.945,0.376,1
Kid Rock,Prodigal Son,0.106,0.637,401840,0.905,0,0.0325,-5.406,0.0736,151.232,0.798,0
Kill The Noise,Jump Ya Body - Dub Mix,0.0372,0.734,181714,0.969,0.194,0.0987,-3.564,0.0688,140.024,0.193,0
KILLY,CHUPACABRA,0.235,0.732,146667,0.722,0,0.247,-7.456,0.0792,143.922,0.703,0
Kim Cesarion,Undressed,0.156,0.812,223773,0.853,2.29E-06,0.309,-3.517,0.0316,119.942,0.646,0
Kimbo Children's Music,Jack in the Box,0.981,0.899,62333,0.174,0.0345,0.0788,-12.357,0.254,124.206,0.41,0
Kimbo Children's Music,Copy Cat Crows,0.707,0.864,192867,0.264,0,0.413,-13.317,0.584,127.021,0.86,0
Kimbo Children's Music,Leopard Cats (Instrumental),0.974,0.762,154163,0.207,0.885,0.179,-13.028,0.0415,125.275,0.708,0
Kimbo Children's Music,It's Everyone's World,0.986,0.354,181573,0.203,0.000893,0.102,-16.436,0.0355,80.607,0.512,0
Kimbo Children's Music,Those Bones,0.436,0.824,113790,0.333,4.13E-05,0.0524,-11.101,0.162,163.822,0.704,0
Kimbo Children's Music,Nutty Little Squirrel (Instrumental),0.955,0.709,168060,0.338,0.911,0.0895,-13.606,0.0509,140.751,0.61,0
Kimbo Children's Music,Roll It,0.395,0.962,160480,0.429,0.00998,0.0924,-12.849,0.0727,105.013,0.968,0
Kimbo Children's Music,Stretch (Marching Onward),0.989,0.698,226307,0.127,0.92,0.12,-16.681,0.121,78.049,0.55,0
Kimbo Children's Music,Toy Soldiers,0.899,0.767,107693,0.276,0.815,0.0804,-16.722,0.0524,121.512,0.658,0
Kimbo Children's Music,Petits Battements Sur Le Cou-De-Pied - Moderately Fast 2/4 Meter - La Source - The Fountain - Burgmuller,0.993,0.382,85013,0.347,0.91,0.105,-16.692,0.0533,112.961,0.394,0
Kip Moore,Somethin' 'Bout A Truck,0.0697,0.554,213827,0.794,0,0.63,-5.417,0.035,176.01,0.79,1
Kip Moore,I'm To Blame,0.303,0.688,136013,0.878,0,0.0775,-5.358,0.0384,89.989,0.895,0
Kirko Bangz,Drank In My Cup,0.0114,0.451,232160,0.632,0,0.198,-7.98,0.297,132.89,0.234,1
KONGOS,Come with Me Now,0.0311,0.654,211960,0.726,6.35E-05,0.0618,-3.803,0.0401,103.987,0.728,1
Korn,"Another Brick in the Wall, Pt. 1, 2, 3",0.00137,0.62,427973,0.496,0.135,0.0993,-8.795,0.0277,102.997,0.0901,0
Krewella,Calm Down,0.229,0.708,190078,0.475,1.17E-05,0.0465,-6.402,0.0403,124.846,0.162,0
Kristin Chenoweth,No More Tears (Enough Is Enough) - Live,0.368,0.346,323493,0.838,0,0.731,-5.981,0.4,143.859,0.186,0
KT Tunstall,Black Horse And The Cherry Tree,0.328,0.748,172373,0.786,0,0.34,-7.788,0.0641,104.833,0.917,1
Kyle Dixon & Michael Stein,Walking Down the Tracks,0.995,0.557,54961,0.00516,0.968,0.0688,-28.134,0.0388,69.938,0.147,0
Kyle Park,Somebody’s Trying to Steal My Heart,0.403,0.572,195347,0.697,2.09E-06,0.0866,-5.812,0.0281,130.926,0.892,0
Kylie Minogue,Can't Get You out of My Head,0.0263,0.766,230640,0.563,0.683,0.115,-7.516,0.0339,126.007,0.964,1
La Matatena,Una Mas de Volencia,0.0348,0.519,182840,0.874,1.80E-05,0.32,-5.844,0.0884,101.282,0.883,0
La Roux,Bulletproof,0.000698,0.686,205733,0.898,4.61E-05,0.0721,-2.72,0.052,122.985,0.696,1
Lacee,Lacee's Groove,0.00996,0.866,247253,0.64,1.59E-05,0.0755,-4.098,0.0824,103.011,0.563,0
Lady Antebellum,American Honey,0.508,0.588,224867,0.684,0,0.141,-5.154,0.0288,85.997,0.121,1
Lady Antebellum,I Run To You,0.163,0.656,256013,0.786,5.99E-05,0.124,-4.451,0.034,113.963,0.378,1
Lady Antebellum,Just A Kiss,0.446,0.593,218840,0.639,0,0.0998,-5.826,0.0307,142.881,0.332,1
Lady Antebellum,Need You Now - iTunes Session,0.885,0.489,242840,0.257,0,0.15,-10.079,0.0451,105.788,0.208,1
Lady Gaga,Alejandro,0.00043,0.632,274213,0.789,0.00144,0.356,-6.61,0.0557,98.986,0.35,1
Lady Gaga,Applause,0.0265,0.669,212333,0.78,1.63E-06,0.143,-4.287,0.053,139.945,0.738,1
Lady Gaga,Bad Romance,0.00305,0.697,294573,0.921,3.65E-05,0.0831,-3.75,0.0391,118.99,0.721,1
Lady Gaga,Do What U Want,0.369,0.777,216573,0.794,1.88E-06,0.0889,-4.665,0.0942,97.505,0.529,1
Lady Gaga,Just Dance,0.0337,0.822,241933,0.753,1.76E-05,0.218,-4.499,0.0332,118.982,0.709,1
Lady Gaga,LoveGame,0.00587,0.892,216333,0.649,1.30E-06,0.323,-5.644,0.0652,105.041,0.85,1
Lady Gaga,Paparazzi,0.0947,0.755,208307,0.688,0,0.0852,-3.97,0.0535,114.928,0.429,1
Lady Gaga,Poker Face,0.139,0.846,237200,0.815,2.19E-06,0.131,-4.512,0.0761,118.999,0.831,1
Lady Gaga,Telephone,0.00748,0.827,220627,0.821,0.0015,0.115,-5.864,0.0419,122.017,0.684,1
Lady Gaga,The Edge Of Glory,0.000343,0.581,320587,0.772,0.0191,0.11,-6.544,0.0401,127.952,0.361,1
Laguna Pai,Libertad,0.0704,0.64,273617,0.777,0.000723,0.379,-6.623,0.106,174.055,0.789,0
Lana Del Rey,Summertime Sadness,0.0542,0.565,265427,0.654,1.80E-06,0.122,-6.826,0.0335,111.968,0.235,1
Lary Over,"Tu Me Enamoraste (Remix) [feat. Anuel, Bryant Myers, Almighty & Brytiago]",0.297,0.516,341000,0.553,0,0.0863,-8.306,0.296,119.804,0.324,0
Lauv,I Like Me Better,0.535,0.752,197437,0.505,2.55E-06,0.104,-7.621,0.253,91.97,0.419,0
Lauv,Don't Matter - Recorded at Spotify Studios NYC,0.322,0.573,189725,0.333,0,0.076,-10.763,0.406,75.919,0.397,0
LCD Soundsystem,black screen,0.321,0.584,728360,0.433,0.923,0.0912,-14.59,0.0253,100.01,0.0721,0
LCD Soundsystem,tonite - Recorded at Electric Lady Studios NYC,0.00555,0.701,344667,0.707,0.0778,0.0416,-7.716,0.0388,131.323,0.837,0
LeAnn Rimes,Can't Fight The Moonlight,0.403,0.628,215507,0.834,0,0.051,-6.341,0.0497,97.865,0.626,1
Lecrae,Welcome to America,0.131,0.749,262211,0.921,0,0.107,-4.28,0.217,124.913,0.506,0
Led Zeppelin,Over the Hills and Far Away - Remastered,0.0729,0.415,290933,0.688,0.0495,0.0832,-10.504,0.0636,96.968,0.23,0
Ledisi,Give You More,0.0367,0.674,208960,0.695,0,0.0706,-5.883,0.127,90.019,0.635,0
Ledisi,Add To Me - Recorded At Spotify Studios NYC,0.662,0.605,220547,0.328,0,0.41,-12.121,0.15,169.175,0.934,0
Lee Brice,Hard To Love - Acoustic,0.19,0.68,186972,0.671,0,0.16,-7.054,0.0476,102.966,0.707,1
Lee Brice,Life Off My Years,0.00539,0.553,273147,0.722,2.72E-05,0.0973,-7.924,0.0282,91.034,0.498,0
Lee Fields & The Expressions,Will I Get Off Easy,0.0483,0.588,209827,0.572,2.27E-06,0.0668,-4.861,0.0269,141.469,0.732,0
Leftöver Crack,Supermarket Song,0.00329,0.42,135893,0.985,0.654,0.131,-5.132,0.13,121.903,0.277,0
Léo Delibes,Coppélia: Csárdás,0.947,0.332,187253,0.187,0.922,0.0878,-17.67,0.0487,175.092,0.543,0
Leona Lewis,Better in Time,0.512,0.584,234173,0.7,2.43E-05,0.13,-4.251,0.0506,163.953,0.549,1
Leona Lewis,Bleeding Love,0.188,0.638,262467,0.656,0,0.146,-5.886,0.0357,104.036,0.225,1
Léovanie Raud,A-t-on jamais vu ça?,0.801,0.522,262640,0.394,0,0.34,-11.344,0.11,116.439,0.462,0
Less Than Jake,Krazy Glue,0.000512,0.344,118667,0.933,1.36E-05,0.0663,-3.547,0.0689,176.397,0.663,0
Less Than Jake,Help Save The Youth Of America From Exploding,0.00322,0.448,173973,0.947,0,0.185,-4.781,0.113,140.043,0.729,0
LeToya Luckett,In The Name,0.147,0.562,227688,0.55,0,0.135,-5.764,0.0586,113.488,0.25,0
Levon Helm,Tennessee Jed,0.527,0.635,358707,0.765,1.53E-06,0.136,-5.78,0.0339,132.634,0.742,0
Lewis Black,"Vince Gill, Amy Grant, & Me",0.797,0.574,723400,0.695,0,0.906,-7.381,0.948,165.371,0.0609,0
Lifehouse,Hanging By A Moment,0.000983,0.531,216067,0.855,0,0.0716,-4.95,0.0352,124.578,0.424,1
Lifehouse,You And Me,0.103,0.456,195493,0.432,0,0.176,-7.682,0.0266,139.909,0.391,1
Lightnin' Hopkins,The Howling Wolf,0.66,0.569,232733,0.294,0.000944,0.16,-12.714,0.0709,93.033,0.224,0
Lil Dicky,Oh Well (feat. Jace of Two-9),0.788,0.601,208917,0.595,0,0.107,-11.981,0.561,88.274,0.259,0
Lil' Flip,Sunshine - Explicit Album Version,0.0248,0.814,225173,0.387,0,0.131,-9.867,0.0945,93.961,0.792,1
Lil' Kim,Magic Stick,0.117,0.849,359973,0.499,4.97E-05,0.268,-7.872,0.271,92.982,0.504,1
Lil' Kim,The Jump Off,0.225,0.837,234093,0.736,0,0.0549,-8.367,0.378,104.907,0.905,1
Lil Pump,D Rose,0.201,0.781,135497,0.553,0.000233,0.383,-4.277,0.0735,121.968,0.308,0
Lil Pump,Lil Pump,0.022,0.765,132768,0.445,0,0.364,-11.257,0.258,121.38,0.392,0
Lil Santana,Da Riversa,0.0681,0.805,262813,0.67,0,0.139,-4.298,0.119,139.861,0.616,0
Lil Wayne,6 Foot 7 Foot,0.000707,0.365,248587,0.751,0,0.318,-5.429,0.304,79.119,0.604,1
Lil Wayne,A Milli,0.0527,0.679,221840,0.684,0.000895,0.177,-8.559,0.278,151.748,0.755,1
Lil Wayne,Believe Me,0.273,0.84,337640,0.483,0,0.111,-8.838,0.157,91.992,0.198,1
Lil Wayne,Got Money,0.00199,0.442,244627,0.638,0,0.646,-5.053,0.26,82.206,0.706,1
Lil Wayne,How To Love,0.000177,0.644,240307,0.661,5.14E-06,0.108,-6.093,0.0418,154.001,0.272,1
Lil Wayne,Mrs. Officer,0.248,0.916,286907,0.568,0,0.081,-5.358,0.13,112.009,0.954,1
Lil Wayne,Right Above It,0.0435,0.376,271947,0.841,0,0.578,-4.348,0.356,76.052,0.463,1
Lil Wayne,She Will,0.000402,0.364,305840,0.841,0,0.242,-4.831,0.119,100.14,0.0837,1
Lillias White,"You wait, Lootellan...",0.926,0.443,49613,0.039,0,0.162,-22.096,0.756,162.86,0.223,0
Lily Allen,"Somewhere Only We know - Live From Spotify, London",0.891,0.349,227927,0.33,3.42E-05,0.736,-8.65,0.0357,76.71,0.16,0
Ling tosite sigure,CRAZY Kanjyou STYLE,0.0198,0.351,300160,0.912,0.00773,0.0603,-3.482,0.123,123.827,0.46,0
Linkin Park,Breaking the Habit,0.108,0.579,196907,0.849,0,0.0909,-5.218,0.0303,100.021,0.581,1
Linkin Park,BURN IT DOWN,0.0143,0.585,230253,0.972,0,0.0707,-4.45,0.0534,110.006,0.585,1
Linkin Park,In the End,0.0103,0.542,216933,0.853,0,0.108,-6.407,0.0498,105.256,0.37,1
Linkin Park,New Divide,0.000235,0.493,268613,0.808,0,0.0983,-3.365,0.0362,117.971,0.38,1
Linkin Park,Numb,0.0046,0.496,185587,0.863,0,0.639,-4.153,0.0381,110.018,0.243,1
Linkin Park,Shadow of the Day,0.00479,0.534,290360,0.393,0.0107,0.107,-7.813,0.0292,110.007,0.0641,1
Linkin Park,What I've Done,0.0141,0.623,205613,0.93,1.64E-06,0.138,-5.285,0.0324,120.119,0.287,1
Linkin Park,Iridescent,0.198,0.484,296560,0.727,0.00204,0.107,-6.107,0.0358,120.066,0.216,0
Linkin Park,Papercut - Recorded Live At BBC1,0.000291,0.474,189973,0.966,0.00025,0.178,-4.104,0.135,150.051,0.742,0
Linval Thompson,I Love Marijuana - Edit,0.00221,0.88,197507,0.674,0.00406,0.0634,-6.646,0.0935,124.196,0.844,0
LION BABE,The Wave (feat. Leikeli47),0.0269,0.713,204133,0.747,0.000596,0.134,-5.561,0.034,109.934,0.937,0
Liquid Stranger,Pressurize,0.000402,0.72,245285,0.87,0.419,0.135,-9.385,0.0452,140.006,0.233,0
Liquid Stranger,Nintendo,0.0547,0.675,400000,0.534,2.13E-05,0.388,-8.941,0.0432,140.011,0.212,0
LiSA,Axxxis,0.00126,0.506,262400,0.984,2.79E-05,0.0997,-2.504,0.11,96.978,0.534,0
Little Big Town,Girl Crush,0.842,0.5,193320,0.225,0,0.112,-10.22,0.0302,173.788,0.355,1
Little Big Town,Pontoon,0.413,0.721,212320,0.819,0,0.196,-5.715,0.0269,96.02,0.867,1
livetune,DECORATOR - TeddyLoid remix,0.0491,0.587,333093,0.946,0,0.37,-1.644,0.0597,137.947,0.447,0
LL Cool J,Headsprung,0.0129,0.574,267320,0.799,2.63E-05,0.0741,-5.734,0.0426,199.804,0.463,1
LL Cool J,Luv U Better,0.218,0.646,287000,0.812,0,0.299,-3.932,0.254,95.014,0.694,1
Lloyd,Get It Shawty - Main,0.133,0.825,208500,0.909,0,0.0508,-4.009,0.267,128.003,0.625,1
Lloyd,Southside,0.407,0.627,277840,0.411,0,0.0815,-9.476,0.152,74.94,0.458,1
LMFAO,Party Rock Anthem,0.0189,0.75,262173,0.727,0,0.266,-4.21,0.142,129.993,0.359,1
LMFAO,Sexy And I Know It,0.1,0.707,199480,0.861,0,0.191,-4.225,0.316,130.021,0.795,1
Logic,Contra,0.102,0.805,217147,0.824,0,0.198,-5.844,0.0534,126.012,0.649,0
Lonestar,I'm Already There,0.61,0.377,253373,0.395,0,0.295,-8.622,0.0332,133.296,0.221,1
Lonestar,My Front Porch Looking In,0.0317,0.529,223573,0.811,0,0.311,-5.62,0.0511,102.703,0.454,1
Lorrie Morgan,He Drinks Tequila,0.191,0.761,188964,0.773,0,0.0394,-7.042,0.0368,124.894,0.944,0
Los Caligaris,Florentinos y Ferminas,0.0114,0.687,220395,0.83,0,0.102,-4.956,0.0289,122.099,0.632,0
Lou Donaldson,Dewey Square,0.696,0.609,437600,0.59,1.89E-06,0.141,-7.564,0.0537,107.171,0.778,0
Lü Wencheng,Autumn Moon on a Calm Lake (pinghu qiuyue),0.99,0.309,242507,0.0218,0.86,0.0956,-27.531,0.0362,61.551,0.0961,0
Ludacris,Get Back,0.0749,0.582,270747,0.651,0,0.134,-4.971,0.257,171.463,0.191,1
Ludacris,How Low,0.00248,0.784,201587,0.498,1.23E-06,0.224,-6.977,0.0533,143.96,0.418,1
Ludacris,My Chick Bad,0.172,0.624,216933,0.723,0,0.483,-6.782,0.378,84.789,0.757,1
Ludacris,Pimpin' All Over The World,0.257,0.69,329627,0.877,0,0.14,-4.074,0.264,92.165,0.779,1
Ludacris,Rollout (My Business),0.0942,0.919,296587,0.677,0,0.594,-8.642,0.254,131.05,0.875,1
Ludacris,Southern Hospitality (Featuring Pharrell),0.043,0.628,300933,0.9,0,0.0884,-4.877,0.258,94.992,0.625,1
Ludacris,Splash Waterfalls,0.119,0.711,290760,0.843,0,0.225,-6.12,0.393,145.989,0.683,1
Ludwig van Beethoven,"Eroica Variations in E-Flat Major, Op. 35: A tre",0.995,0.571,46418,0.0317,0.924,0.169,-31.715,0.0778,71.779,0.55,0
Ludwig van Beethoven,"11 Bagatelles, Op. 119: No. 4 in A Major",0.995,0.426,104107,0.0193,0.875,0.0859,-34.34,0.0432,78.411,0.456,0
Luis Bacalov,Summertime Killer - Ricatto Alla Malla,0.134,0.424,219379,0.663,0.882,0.199,-10.213,0.038,115.739,0.744,0
Lukas Nelson and Promise of the Real,Consider It Heaven,0.245,0.438,259860,0.537,0.131,0.163,-10.676,0.0329,73.122,0.403,0
Luke Bryan,Country Girl (Shake It For Me),0.0293,0.645,225560,0.904,0,0.0834,-4.532,0.0462,105.97,0.671,1
Luke Bryan,Crash My Party,0.0309,0.526,234760,0.823,0,0.246,-4.03,0.0431,144.09,0.435,1
Luke Bryan,Drunk On You,0.178,0.558,213547,0.872,0,0.173,-4.401,0.0449,143.971,0.472,1
Luke Bryan,I Don't Want This Night To End,0.0275,0.616,219973,0.728,0,0.228,-4.02,0.0278,111.934,0.375,1
Luke Bryan,Kick The Dust Up,0.197,0.596,190587,0.855,0,0.11,-2.255,0.0474,172.082,0.811,1
Luke Bryan,That's My Kind Of Night,0.0626,0.66,190187,0.754,0,0.1,-2.84,0.051,110.02,0.899,1
Luke Bryan,Drink A Beer,0.812,0.571,202627,0.43,7.99E-05,0.164,-7.439,0.0319,77.961,0.285,0
Lupe Fiasco,Superstar (feat. Matthew Santos),0.207,0.572,289000,0.822,0,0.359,-6.015,0.361,94.812,0.472,1
Lupe Fiasco,The Show Goes On,0.0189,0.591,239613,0.889,0,0.155,-3.839,0.115,143.067,0.65,1
"Luther ""Snake Boy"" Johnson",They call me the snake,0.739,0.6,337600,0.319,0.102,0.289,-12.587,0.143,137.954,0.41,0
Lyan,Rompela,0.327,0.724,191999,0.816,0.000193,0.297,-6.871,0.23,180.153,0.784,0
M.I.A.,Paper Planes,0.0277,0.457,203760,0.854,9.62E-05,0.731,-6.2,0.265,172.231,0.485,1
Mac Miller,The Mourning After,0.872,0.572,188065,0.634,0.000543,0.432,-9.726,0.305,80.265,0.393,0
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,0.0291,0.641,258343,0.922,0,0.0862,-4.457,0.0786,146.078,0.847,1
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),0.027,0.634,258432,0.927,0,0.0986,-4.468,0.0838,146.094,0.88,1
Macklemore & Ryan Lewis,Same Love - feat. Mary Lambert,0.716,0.688,318525,0.473,4.46E-05,0.104,-9.059,0.167,84.958,0.299,1
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),0.0619,0.781,235613,0.526,0,0.0457,-6.985,0.293,94.992,0.662,1
Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),0.0619,0.765,219426,0.762,0,0.406,-5.878,0.158,116.473,0.819,1
Mad Professor,Analógica,0.17,0.615,444973,0.631,0,0.275,-8.296,0.0738,145.186,0.749,0
Madonna,Hung Up,0.0039,0.649,337733,0.647,0.161,0.0686,-7.695,0.0452,125.02,0.405,1
Madonna,Crazy for You - Edit Version,0.168,0.672,225627,0.549,0,0.102,-11.93,0.029,95.01,0.588,0
MAGIC!,Rude - Zedd Remix,0.0324,0.598,273231,0.836,2.44E-06,0.0751,-2.388,0.0457,130.009,0.343,1
Major Lance,Get My Hat,0.69,0.729,178427,0.45,0,0.108,-11.366,0.0535,118.246,0.832,0
Major Lazer,Lean On,0.00346,0.723,176561,0.809,0.00123,0.565,-3.081,0.0625,98.007,0.274,1
Major Lazer,Know No Better,0.132,0.738,225850,0.814,9.64E-06,0.126,-4.414,0.0999,119.041,0.483,0
Mandolin Orange,When She's Feeling Blue,0.938,0.646,301973,0.0685,0.0118,0.359,-18.098,0.0306,109.207,0.15,0
Manos Hadjidakis,Never On Sunday,0.957,0.551,197200,0.305,6.47E-05,0.089,-11.891,0.0383,122.862,0.556,0
Manu Chao,Mr. Bobby,0.0184,0.547,384467,0.96,5.91E-05,0.964,-5.686,0.0782,90.076,0.75,0
Marc Maron,Political Action,0.769,0.509,203059,0.85,0,0.613,-7.568,0.906,82.486,0.607,0
Marcin Przybyłowicz,The Possesion Of Jarl Udalryk,0.349,0.136,202800,0.508,0.909,0.105,-12.862,0.0349,99.315,0.0485,0
Mariah Carey,Don't Forget About Us,0.0422,0.7,233867,0.529,0,0.101,-6.816,0.0395,143.555,0.386,1
Mariah Carey,It's Like That,0.0901,0.8,203360,0.633,0,0.0315,-4.875,0.0514,95.953,0.836,1
Mariah Carey,Obsessed,0.0517,0.742,242200,0.471,0,0.862,-5.513,0.0695,86.467,0.384,1
Mariah Carey,Thank God I Found You (feat. Joe & 98°),0.586,0.472,257360,0.532,0,0.106,-5.882,0.0319,129.777,0.152,1
Mariah Carey,Touch My Body,0.129,0.716,204733,0.666,0,0.25,-7.719,0.0539,78.498,0.864,1
Mariah Carey,We Belong Together,0.0358,0.838,201400,0.469,0,0.0928,-7.992,0.0835,139.975,0.778,1
Mariah Carey,One Mo' Gen,0.0277,0.646,205280,0.553,0,0.13,-6.993,0.0439,109.943,0.334,0
Mario,Break Up,0.428,0.44,249027,0.517,0,0.173,-7.355,0.363,73.881,0.475,1
Mario,Just a Friend 2002 - Radio Edit,0.00541,0.538,214200,0.677,0,0.236,-6.099,0.187,132.346,0.913,1
Mario,Let Me Love You,0.235,0.656,256733,0.578,0,0.118,-8.97,0.0922,94.514,0.556,1
Mario del Monaco,'O paese d' 'o sole,0.936,0.26,156571,0.354,0.292,0.318,-12.122,0.037,95.342,0.299,0
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,0.347,0.833,257333,0.515,0.00156,0.116,-5,0.0462,97.035,0.4,1
Mark Ronson,Uptown Funk,0.00801,0.856,269667,0.609,8.15E-05,0.0344,-7.223,0.0824,114.988,0.928,1
Mark Wills,19 Somethin' - Greatest Hits Version,0.184,0.588,200467,0.813,0,0.0783,-5.042,0.076,90.072,0.818,1
Marko Silva,Tu Favorito,0.519,0.781,232000,0.673,0,0.208,-6.103,0.157,134.914,0.434,0
Maroon 5,Moves Like Jagger - Studio Recording From The Voice Performance,0.0111,0.722,201160,0.758,0,0.308,-4.477,0.0471,128.047,0.62,1
Maroon 5,One More Night,0.0563,0.71,219467,0.8,0,0.0834,-3.439,0.0339,93.01,0.635,1
Maroon 5,Payphone,0.0136,0.739,231387,0.756,0,0.37,-4.828,0.0394,110.028,0.523,1
Maroon 5,She Will Be Loved,0.0596,0.706,257133,0.713,0,0.132,-5.512,0.0301,102.037,0.544,1
Martha Reeves & The Vandellas,Jimmy Mack - Single Version (Mono),0.154,0.712,174787,0.779,0.00487,0.0631,-2.94,0.0305,129.343,0.9,0
Mary J. Blige,Be Without You - Kendu Mix,0.083,0.724,246333,0.689,0,0.304,-5.922,0.135,146.496,0.693,1
Mary J. Blige,Just Fine,0.0334,0.924,242133,0.771,0.00011,0.119,-3.552,0.0561,123.018,0.627,1
Mary J. Blige,No More Drama,0.584,0.659,326240,0.852,0.000331,0.0812,-6.842,0.143,97.963,0.686,1
Mary J. Blige,Rainy Dayz,0.182,0.476,276360,0.663,0,0.321,-6.905,0.191,74.884,0.525,1
Mary J. Blige,Be Happy,0.148,0.674,349560,0.715,0,0.249,-8.525,0.085,92.918,0.669,0
Mary Mary,Shackles (Praise You),0.0343,0.779,198347,0.834,0,0.0886,-2.773,0.162,100.46,0.8,1
